Certus1	
3476099928	0.436259183245 0.766406742928 0.471485555908 278.600738525391 0.891885827859 -0.437732791397 -0.113708721742 -224.871154785156 0.119237557418 0.470117759429 -0.874512262447 -1689.652465820312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.440825957582 0.771245990587 0.459186342486 275.911621093750 0.889254964620 -0.444821953228 -0.106578786939 -223.243560791016 0.122057703652 0.455316430551 -0.881923389558 -1689.939086914062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438287500582 0.768599499854 0.466003085459 277.189147949219 0.890467752700 -0.441869860628 -0.108711580204 -223.955902099609 0.122357052251 0.462607647032 -0.878079106159 -1690.215087890625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.437113896751 0.771289071726 0.462649553229 277.629974365234 0.891500432102 -0.439606825765 -0.109420374253 -224.548507690430 0.118989162652 0.460281442789 -0.879762793368 -1688.885742187500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438915241538 0.769650012784 0.463672587681 276.332763671875 0.890287537494 -0.442242096465 -0.108673955931 -223.699600219727 0.121414625678 0.460500581906 -0.879316611202 -1689.257812500000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.439175876983 0.768965089086 0.464561342389 276.467224121094 0.890263694304 -0.441937438485 -0.110099296412 -223.858917236328 0.120644534401 0.461935051963 -0.878669963119 -1689.241333007812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436449050861 0.768393492114 0.468063742752 278.205078125000 0.892194821111 -0.436801215413 -0.114861217984 -225.262466430664 0.116192199330 0.467735116803 -0.876198170121 -1687.778320312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.435405167288 0.773591530085 0.460411212809 278.610992431641 0.892984889799 -0.435915821071 -0.112050807806 -225.652938842773 0.114018976004 0.459927756850 -0.880605548239 -1686.673950195312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.434161141479 0.776038331738 0.457458862526 278.976165771484 0.893567761654 -0.435371759751 -0.109490118934 -225.754196166992 0.114196140752 0.456306846853 -0.882464335229 -1686.546264648437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.434450202374 0.770704742602 0.466119320977 278.736358642578 0.893124526866 -0.435584225242 -0.112227279349 -225.504852294922 0.116540126854 0.465059762236 -0.877574963397 -1687.778808593750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.434730879226 0.773086707454 0.461893933069 278.587951660156 0.892973747956 -0.436486079420 -0.109898989688 -225.439300537109 0.116648823863 0.460235640983 -0.880100111726 -1687.414306640625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.433744225903 0.773955258270 0.461366670548 278.853485107422 0.893644201984 -0.434966451523 -0.110472740119 -225.667816162109 0.115178065428 0.460214563270 -0.880304815958 -1686.401855468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.434725280060 0.774265499696 0.459920500585 278.226745605469 0.893136255915 -0.436129145124 -0.109995441469 -225.205123901367 0.115419059292 0.458589473008 -0.881120954238 -1686.079101562500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436223326006 0.775909281734 0.455712624762 277.459777832031 0.892415038993 -0.437959600923 -0.108566966149 -224.555740356445 0.115345602551 0.454044242864 -0.883481305684 -1685.654907226562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.437450341232 0.772938830673 0.459568017810 276.928466796875 0.891799689252 -0.438513270506 -0.111352709176 -223.532577514648 0.115457841687 0.458553896099 -0.881134388822 -1685.850097656250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436961010913 0.773634385022 0.458862630048 276.885345458984 0.892012706005 -0.438305340722 -0.110461579834 -223.215560913086 0.115665065025 0.457578699905 -0.881614046012 -1685.725585937500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.437722288288 0.773994649136 0.457527574518 276.673034667969 0.891732886152 -0.438772710717 -0.110864638573 -222.803131103516 0.114941977065 0.456520307806 -0.882257077313 -1685.633422851562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.438040010166 0.774911700142 0.455667429686 276.677520751953 0.891661784622 -0.438971432381 -0.110649642559 -222.764724731445 0.114281281663 0.454770204099 -0.883246200176 -1685.762695312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.437652646928 0.773278569306 0.458803242022 276.889923095703 0.891780077584 -0.438478309591 -0.111647056578 -223.071258544922 0.114840993819 0.458014220599 -0.881495615342 -1685.938232421875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.437416724312 0.773809997069 0.458131747131 277.023284912109 0.891913772097 -0.438303098290 -0.111266424288 -223.403900146484 0.114701492740 0.457283809538 -0.881892898881 -1685.784179687500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436036263106 0.773871553767 0.459342133412 277.733306884766 0.892805118103 -0.436087446806 -0.112812941754 -224.357818603516 0.113010611650 0.459293541223 -0.881066424650 -1685.054565429687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436010636155 0.773792382924 0.459499807713 277.604461669922 0.892751140698 -0.436312354116 -0.112369615234 -224.469726562500 0.113534690479 0.459213324909 -0.881040859600 -1684.927001953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.434534023298 0.782883767297 0.445278777284 278.372009277344 0.893893416126 -0.435346198112 -0.106902985907 -225.384246826172 0.110157810448 0.444484751924 -0.888987380172 -1682.927612304687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.433228193060 0.784995821712 0.442826029760 279.816223144531 0.894689114886 -0.433899362121 -0.106126015921 -226.426620483398 0.108833452771 0.442168410729 -0.890304653538 -1681.531860351562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.433494195980 0.778069815087 0.454631878449 279.703460693359 0.894513894087 -0.432667209809 -0.112445448292 -226.481796264648 0.109213897179 0.455418981166 -0.883552984408 -1682.424316406250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.436526684487 0.774810021503 0.457289715946 277.836608886719 0.892672251903 -0.436367953647 -0.112779695477 -225.264389038086 0.112163739294 0.457441187049 -0.882137662714 -1683.900634765625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099929	0.438267764853 0.779550804498 0.447461629078 276.777770996094 0.891642308416 -0.439948878280 -0.106859619796 -224.507919311523 0.113557739206 0.445808846599 -0.887895890384 -1683.948364257812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436216507812 0.779504693484 0.449541534399 277.821533203125 0.892719011620 -0.437622797758 -0.107419984991 -225.114883422852 0.112995241518 0.448172644992 -0.886776948096 -1683.534179687500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436682949710 0.770835200913 0.463811485914 277.770172119141 0.892631963335 -0.435382598678 -0.116833945415 -225.182800292969 0.111875732247 0.465032349198 -0.878196296242 -1683.910278320312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.438028278661 0.778963800773 0.448716641298 276.864807128906 0.892128990994 -0.438096371938 -0.110351403809 -224.703781127930 0.110621383649 0.448650159902 -0.886834789293 -1682.472778320312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.437872325552 0.780628533595 0.445967396850 277.109710693359 0.892405226042 -0.437538098906 -0.110332789948 -224.894424438477 0.108998802967 0.446295310912 -0.888222807864 -1681.707763671875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436890255948 0.775361227207 0.456006438114 277.344116210937 0.892764083299 -0.435754734336 -0.114411988334 -225.025039672852 0.109996344614 0.457091652568 -0.882591652648 -1682.346679687500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.437739595167 0.777396850427 0.451705859791 277.053497314453 0.892460022331 -0.436643145228 -0.113392558250 -224.836196899414 0.109083249692 0.452765834259 -0.884931604117 -1682.120239257812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.437446845077 0.780262686107 0.447023934930 277.016143798828 0.892681019589 -0.436747465455 -0.111230610372 -224.791915893555 0.108447475752 0.447707261597 -0.887579491041 -1681.601074218750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436930599303 0.779657464383 0.448582087944 277.234222412109 0.892983654881 -0.435875926623 -0.112215723970 -224.860992431641 0.108036306434 0.449606955932 -0.886668901941 -1681.569946289062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436943266457 0.782011469027 0.444453196869 277.366882324219 0.893118381800 -0.435890179669 -0.111082434971 -224.954147338867 0.106865045683 0.445486041956 -0.888888096688 -1681.197021484375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.436235279748 0.784501140176 0.440745665623 277.677062988281 0.893597506220 -0.435248869099 -0.109735677084 -225.183486938477 0.105746288732 0.441719801469 -0.890899174660 -1680.629394531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434943185597 0.783978472547 0.442947152475 278.159057617187 0.894190628169 -0.433981851459 -0.109922122886 -225.447250366211 0.106054447330 0.443889070813 -0.889783651802 -1680.816284179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435234263196 0.783434010493 0.443624038284 278.178558349609 0.894075660763 -0.434024787650 -0.110685123380 -225.401351928711 0.105829338901 0.444807413280 -0.889351739257 -1681.137451171875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434995870134 0.783438953378 0.443849072653 278.090576171875 0.894048862683 -0.434385040914 -0.109481812946 -225.326065063477 0.107029080636 0.444446895095 -0.889388404095 -1681.324462890625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435086920249 0.783930614591 0.442890690053 277.927368164062 0.893922690985 -0.434934825897 -0.108323218950 -225.214538574219 0.107710697564 0.443040053189 -0.890007818449 -1681.102661132812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435462808939 0.785950057488 0.438924423068 277.806488037109 0.893902915925 -0.435131499446 -0.107694731026 -225.164886474609 0.106347162312 0.439252871732 -0.892046633166 -1680.545043945312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435003366894 0.785271096248 0.440592074586 277.898620605469 0.894196991039 -0.434213162314 -0.108952608459 -225.198089599609 0.105753543713 0.441370858882 -0.891071238971 -1680.223266601562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435243284590 0.786482857859 0.438187171781 277.654205322266 0.894091285574 -0.434705754184 -0.107850268154 -224.989135742187 0.105660097865 0.438720436695 -0.892390229746 -1680.187255859375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435396384114 0.787464398780 0.436268047598 277.684387207031 0.894044726266 -0.434984048926 -0.107111645566 -224.965469360352 0.105423034183 0.436679170370 -0.893418874901 -1680.007080078125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434840386674 0.784976691551 0.441277046580 277.999816894531 0.894280119831 -0.433961504819 -0.109272501622 -225.068359375000 0.105720884375 0.442141386952 -0.890693038342 -1680.516723632812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435015474800 0.785078289768 0.440923593857 278.056671142578 0.894239438647 -0.433975194490 -0.109550704858 -225.118698120117 0.105344022387 0.441947518945 -0.890833894419 -1680.513305664062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434431846556 0.786154857951 0.439578787044 277.993713378906 0.894464303629 -0.433904220198 -0.107984893514 -225.340576171875 0.105842242187 0.440099610333 -0.891689269171 -1680.309448242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434899226157 0.786280768437 0.438890893359 277.787933349609 0.894222022905 -0.434464537029 -0.107738293175 -225.241256713867 0.105969980841 0.439321202823 -0.892057870270 -1680.340698242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.434951116555 0.785884383382 0.439548930340 277.732208251953 0.894225325343 -0.434300263805 -0.108371344800 -225.348083496094 0.105728868918 0.440192022661 -0.891657103074 -1680.342163085937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435116076931 0.785450005927 0.440161660968 277.734741210937 0.894165456120 -0.434272658330 -0.108974287375 -225.481536865234 0.105556319939 0.440993816754 -0.891281278220 -1680.339599609375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099930	0.435259717147 0.783599485280 0.443306694398 277.767486572266 0.894077942127 -0.434029785897 -0.110647089233 -225.485748291016 0.105705307486 0.444510957821 -0.889514697094 -1680.585327148437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435534909948 0.783957592357 0.442402345838 277.718444824219 0.893934957701 -0.434431307545 -0.110225815603 -225.354492187500 0.105781064548 0.443486112985 -0.890017097573 -1680.598022460937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436147272149 0.784235920642 0.441304404886 277.579162597656 0.893697588091 -0.434855310888 -0.110478412523 -225.156967163086 0.105262424626 0.442577540513 -0.890530708395 -1680.597412109375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435936407556 0.782498937598 0.444583919216 277.554504394531 0.893705446721 -0.434609283430 -0.111379285581 -225.054031372070 0.106066125918 0.445881355760 -0.888785572294 -1680.798461914062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436190092290 0.782185155974 0.444887160032 277.374938964844 0.893548794687 -0.434921696348 -0.111416648486 -224.947235107422 0.106342629751 0.446127223804 -0.888629138212 -1680.793823242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436479813630 0.782745670016 0.443615360832 277.180084228516 0.893436332708 -0.435229415624 -0.111116493700 -224.854431152344 0.106098499946 0.444842187576 -0.889302275080 -1680.608398437500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436188006716 0.782215275158 0.444836246394 277.269561767578 0.893543991260 -0.434951571743 -0.111338519490 -224.877944946289 0.106391533879 0.446045281947 -0.888664418086 -1680.505981445312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436122474459 0.781751857005 0.445714282182 277.317535400391 0.893551330817 -0.434873572518 -0.111584027172 -224.864852905273 0.106598341761 0.446932892049 -0.888193550719 -1680.523071289062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435942232551 0.782378183161 0.444790679300 277.348114013672 0.893607087955 -0.434984893210 -0.110700113078 -224.825164794922 0.106867872791 0.445726958118 -0.888766975406 -1680.617553710937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435741651900 0.781645303570 0.446273270773 277.409790039062 0.893601154094 -0.435034777496 -0.110551887232 -224.752990722656 0.107732029597 0.446962371767 -0.888041917943 -1680.931640625000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435534709639 0.782484590433 0.445002676884 277.400878906250 0.893683815463 -0.435111487261 -0.109577514267 -224.615112304687 0.107883060202 0.445416501028 -0.888799969584 -1681.040527343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435714840285 0.781067181363 0.447310447176 277.130279541016 0.893526478185 -0.435228331748 -0.110393532539 -224.369842529297 0.108457414397 0.447783828919 -0.887539650844 -1681.193725585937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436015992970 0.780847621526 0.447400319436 277.055938720703 0.893369862812 -0.435513622927 -0.110535842444 -224.301025390625 0.108537284351 0.447889357098 -0.887476637272 -1681.073974609375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435863844896 0.780330005575 0.448450433282 277.003417968750 0.893447736164 -0.435219296990 -0.111064423970 -224.383514404297 0.108507379732 0.449075991260 -0.886880433101 -1681.023193359375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435736493090 0.781430731929 0.446653915002 276.985321044922 0.893479179819 -0.435490706183 -0.109739692268 -224.461410522461 0.108759660813 0.446893562300 -0.887951282534 -1680.731323242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435685826418 0.780591994318 0.448167378403 277.021545410156 0.893487819771 -0.435300083016 -0.110423519444 -224.379470825195 0.108891581762 0.448542056147 -0.887103515543 -1680.889648437500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435382242919 0.779757917862 0.449910982398 277.226959228516 0.893642173342 -0.434766280536 -0.111274198870 -224.308929443359 0.108839186767 0.450506238403 -0.886114078764 -1681.287109375000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435113014444 0.779660259508 0.450340476090 277.290802001953 0.893681390256 -0.434854174733 -0.110613830181 -224.262374877930 0.109591228535 0.450590419850 -0.885978575457 -1681.421142578125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435808617119 0.776202436697 0.455610169455 277.023468017578 0.893144724625 -0.435503556245 -0.112379506015 -223.762680053711 0.111190602655 0.455901776443 -0.883057314175 -1682.189697265625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436218740688 0.775551356330 0.456325874750 276.868713378906 0.892893288798 -0.435958292408 -0.112614129223 -223.651321411133 0.111601008477 0.456574704703 -0.882657778492 -1682.306152343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.436039907310 0.775099160939 0.457264135860 276.908050537109 0.893088449876 -0.435225746070 -0.113892803353 -223.645187377930 0.110734908365 0.458039125697 -0.882007902119 -1681.810058593750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435769591130 0.776148083852 0.455740074361 276.948822021484 0.893263158440 -0.435042237563 -0.113221823466 -223.552993774414 0.110389280364 0.456434445970 -0.882882666787 -1681.372314453125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099931	0.435466226993 0.773690817070 0.460186576000 277.314666748047 0.893443575583 -0.433992516935 -0.115797549603 -223.449295043945 0.110126029611 0.461576661917 -0.880238173892 -1681.586425781250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.435077049921 0.775775821747 0.457033735105 277.650970458984 0.893832590328 -0.433293475346 -0.115412584624 -223.133331298828 0.108495442758 0.458725014159 -0.881929759270 -1681.301879882812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.434269914091 0.777120901734 0.455513716372 278.030303955078 0.894312585759 -0.432462317087 -0.114810031152 -223.382537841797 0.107771242311 0.457230191903 -0.882794376366 -1681.005981445312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.431447958664 0.776715110282 0.458875033559 278.855224609375 0.895428372123 -0.430622318480 -0.113015261022 -223.934234619141 0.109821169915 0.459649927973 -0.881283867067 -1681.381591796875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.430739078679 0.781159633679 0.451944103634 279.043334960937 0.895747668441 -0.431095066394 -0.108596308467 -224.413513183594 0.109999820821 0.451604550953 -0.885411412270 -1680.902832031250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.429165335307 0.782004819772 0.451979619922 279.809051513672 0.896580258974 -0.429424672282 -0.108343389526 -225.466003417969 0.109366147364 0.451733231775 -0.885424267299 -1680.836669921875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.418280305762 0.757691314118 0.500944566116 284.734344482422 0.901224557038 -0.414982123394 -0.124836433206 -230.515579223633 0.113295558624 0.503680166150 -0.856428868397 -1683.589843750000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.406041745946 0.739022081102 0.537565311560 291.086975097656 0.907449134103 -0.395584085912 -0.141595550735 -239.450851440430 0.108010043813 0.545306881138 -0.831248600492 -1683.670043945312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.403157200191 0.744082550836 0.532733919960 292.990570068359 0.909238973698 -0.391643437774 -0.141067027888 -243.715026855469 0.103676229882 0.541254630641 -0.834442726715 -1681.921386718750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.403618402076 0.771188002847 0.492301990419 293.277252197266 0.909866220242 -0.394844754073 -0.127440501583 -249.944351196289 0.096102272439 0.499366282849 -0.861044521953 -1678.239501953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.400438520953 0.782794167620 0.476321616219 293.588134765625 0.910876724740 -0.396645951011 -0.113910411614 -253.689636230469 0.099762634609 0.479484390452 -0.871861305512 -1678.609985351562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.398730850361 0.783133840156 0.477195030751 294.251495361328 0.911329586183 -0.396486949969 -0.110799295362 -254.472869873047 0.102430924619 0.479061047162 -0.871784617193 -1679.539062500000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.394998954921 0.778747392806 0.487368775989 295.745330810547 0.912483738473 -0.394092820615 -0.109837497064 -255.689987182617 0.106532871138 0.488101779281 -0.866260584599 -1681.354980468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.391034615923 0.775478686216 0.495706300519 297.297698974609 0.913639946101 -0.392104149157 -0.107314421690 -257.499359130859 0.111148450453 0.494860731357 -0.861834600444 -1683.169189453125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.390129254168 0.775861751468 0.495820237234 297.745483398437 0.913697843731 -0.392780595696 -0.104305579940 -258.114837646484 0.113821858199 0.493722539746 -0.862138410200 -1684.157348632812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.394203037802 0.778213720415 0.488863345268 297.823150634766 0.910731060013 -0.402089250200 -0.094303611810 -258.549468994141 0.123178331354 0.482397802889 -0.867248210406 -1686.817382812500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.389794538365 0.772725141653 0.500955160985 299.732452392578 0.911040313519 -0.402968882809 -0.087301927988 -259.700195312500 0.134408946889 0.490420161642 -0.861058824966 -1690.868652343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.387125840197 0.768555298797 0.509368566505 300.995635986328 0.911761298469 -0.401303443400 -0.087446446067 -260.469421386719 0.137203930213 0.498275324501 -0.856093909876 -1692.477294921875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.384776317809 0.765996104359 0.514972963718 301.960205078125 0.912485621032 -0.399693297901 -0.087265451489 -261.255554199219 0.138986246313 0.503483103709 -0.852752946413 -1693.183837890625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099932	0.383339428047 0.758686272280 0.526731452600 302.131622314453 0.913469067498 -0.395701281821 -0.094840699537 -261.978668212891 0.136473974177 0.517509068344 -0.844724344715 -1692.896118164062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.384702639987 0.755464252273 0.530356146683 301.427764892578 0.913217968412 -0.395109930318 -0.099604644141 -261.935546875000 0.134301232151 0.522648932364 -0.841903362947 -1692.001708984375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.389913744009 0.753885862166 0.528794269124 299.062286376953 0.911603595397 -0.397189104781 -0.105923084842 -261.767669677734 0.130177406227 0.523351623547 -0.842114553394 -1689.634033203125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.393467656156 0.752685071105 0.527871563256 297.416778564453 0.910432595120 -0.398749549867 -0.110051289061 -261.573883056641 0.127654585904 0.523893099989 -0.842164073374 -1688.703002929687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.397279027937 0.754517993275 0.522371488296 295.245849609375 0.909107222357 -0.401282644311 -0.111786840162 -261.141906738281 0.125273429822 0.519302259959 -0.845358935945 -1687.788818359375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.407853457571 0.771140639889 0.488873880115 289.720916748047 0.905182725087 -0.411622706356 -0.105881923936 -259.278472900391 0.119581735023 0.485704499798 -0.865904929842 -1686.124389648437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.410462698363 0.778252222707 0.475230313748 287.597778320312 0.904429009545 -0.413927420169 -0.103306618980 -258.300415039062 0.116312251914 0.472215595554 -0.873775652768 -1686.180908203125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.402936732150 0.778908612420 0.480565670207 286.347991943359 0.908147695206 -0.405454079120 -0.104282085790 -258.569732666016 0.113621096527 0.478443688664 -0.870736402823 -1689.570556640625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.400233851099 0.771583312646 0.494441155326 287.043487548828 0.909180301989 -0.401974136254 -0.108664494008 -259.109985351562 0.114908846087 0.493027367830 -0.862392005797 -1691.871337890625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.399874121967 0.772210123471 0.493753189145 289.203277587891 0.907474247042 -0.409254338594 -0.094875588527 -258.825164794922 0.128806744921 0.486006596202 -0.864411019661 -1692.473144531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.395999321087 0.770847840406 0.498977098312 291.406921386719 0.908098447915 -0.409336903020 -0.088320488679 -258.525360107422 0.136168082139 0.488095182077 -0.862102863143 -1693.436523437500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.393533277509 0.766063213420 0.508211287298 292.588287353516 0.908985503962 -0.406869100870 -0.090569798191 -258.767272949219 0.137393278874 0.497598922630 -0.856456886900 -1694.513305664062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.390321743152 0.768376090066 0.507195348005 294.231750488281 0.910578761957 -0.403554333078 -0.089388022274 -259.515228271484 0.135997261351 0.496731400728 -0.857182979553 -1694.462768554687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.387546856512 0.764551317094 0.515042442462 295.273651123047 0.911597553142 -0.400937795127 -0.090767756078 -259.953643798828 0.137103373818 0.504688188853 -0.852345292073 -1694.965454101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.382685810395 0.752688017062 0.535735307305 297.789947509766 0.913130831035 -0.396341921547 -0.095420996837 -260.821289062500 0.140512120243 0.525712687877 -0.838977063971 -1696.999023437500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.378189593190 0.745155707845 0.549286448648 300.014556884766 0.914249527720 -0.393795388626 -0.095252259607 -261.610900878906 0.145328705581 0.538208289571 -0.830187571800 -1699.311157226562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.377029889963 0.747740613024 0.546564211880 300.671234130859 0.914631021057 -0.393564859999 -0.092502952895 -262.114227294922 0.145940252825 0.534780961337 -0.832292476235 -1699.835571289062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.373859555085 0.743643156817 0.554277807954 302.211791992187 0.915468329688 -0.391759888959 -0.091879958319 -263.328796386719 0.148817910244 0.541773979370 -0.827244936442 -1702.003540039062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099933	0.369012603595 0.738707409403 0.564039946885 304.314514160156 0.916876059898 -0.388717950256 -0.090755969142 -264.532928466797 0.152210345163 0.550644820589 -0.820744961839 -1703.701293945312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
